,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
7,"138Callum Hudson-OdoiNottingham Forest, 23, M(CLR)","Callum Hudson-Odoi Nottingham Forest, 23, M(CLR)",11(7),1049,0.6,0.2,0.5,-,0.4,0.7,0.1,-,6.76
8,"139NetoBournemouth, 34, GK","Neto Bournemouth, 34, GK",23,2070,-,-,-,-,1.1,-,-,-,6.76
9,"140Aaron Wan-BissakaMan Utd, 26, D(R),M(R)","Aaron Wan-Bissaka Man Utd, 26, D(R),M(R)",10(2),885,2.1,1.7,0.9,0.3,2.5,0.5,0.7,-,6.76
0,"141Alex IwobiFulham, 27, M(CLR)","Alex Iwobi Fulham, 27, M(CLR)",14(5),1317,0.8,0.7,0.5,0.1,0.3,0.6,-,-,6.75
1,"142Vinicius SouzaSheff Utd, 24, DMC","Vinicius Souza Sheff Utd, 24, DMC",24(1),2038,3.9,1.1,1.3,-,2.2,0.9,0.4,-,6.75
2,"143JoelintonNewcastle, 27, AM(CLR),FW","Joelinton Newcastle, 27, AM(CLR),FW",14(2),1137,1.9,1.1,1.6,-,0.6,1.3,0.3,-,6.75
3,"144WillianFulham, 35, AM(CLR)","Willian Fulham, 35, AM(CLR)",18(4),1508,0.4,0.4,0.4,-,0.5,0.6,-,-,6.75
4,"145Caoimhín KelleherLiverpool, 25, GK","Caoimhín Kelleher Liverpool, 25, GK",6,540,-,-,-,-,0.7,-,-,-,6.75
5,"146Nathan AkéMan City, 29, D(CL),DMC","Nathan Aké Man City, 29, D(CL),DMC",17(4),1547,0.9,0.4,0.4,0.7,1.8,0.2,-,-,6.75
6,"147Rodrigo MunizFulham, 22, FW","Rodrigo Muniz Fulham, 22, FW",8(7),782,0.2,0.3,0.9,0.1,0.7,0.2,0.1,-,6.74
7,"148Carlton MorrisLuton, 28, AM(CL),FW","Carlton Morris Luton, 28, AM(CL),FW",20(6),1787,0.3,-,1.2,-,1.0,0.2,-,-,6.74
8,"149Nélson SemedoWolves, 30, D(LR),M(R)","Nélson Semedo Wolves, 30, D(LR),M(R)",26,2261,2.3,1,1.3,0.2,2.3,0.8,0.3,-,6.74
9,"150Abdoulaye DoucouréEverton, 31, M(C)","Abdoulaye Doucouré Everton, 31, M(C)",21,1787,1.4,0.6,2,-,0.5,0.8,0.1,-,6.74
0,"151Kostas TsimikasLiverpool, 27, D(L)","Kostas Tsimikas Liverpool, 27, D(L)",8(4),671,1.6,0.5,0.8,0.2,0.8,0.5,0.1,-,6.74
1,"152Sergio ReguilónBrentford, 27, D(L),M(L)","Sergio Reguilón Brentford, 27, D(L),M(L)",6(1),510,3.4,1,1,-,1.6,1.3,0.1,-,6.74
2,"153Marcos SenesiBournemouth, 26, D(C)","Marcos Senesi Bournemouth, 26, D(C)",18(4),1648,1.8,1,1.5,0.3,3.5,1.1,0.8,-,6.74
3,"154Marcus RashfordMan Utd, 26, AM(CLR),FW","Marcus Rashford Man Utd, 26, AM(CLR),FW",21(4),1831,0.5,0.1,0.4,-,0.4,0.6,-,-,6.74
4,"155Djordje PetrovicChelsea, 24, GK","Djordje Petrovic Chelsea, 24, GK",10(1),906,-,-,-,-,0.8,-,-,-,6.73
5,"156Leandro TrossardArsenal, 29, M(CLR),FW","Leandro Trossard Arsenal, 29, M(CLR),FW",9(13),919,0.7,0.3,0.2,-,0.2,0.3,-,-,6.73
6,"157Matty CashAston Villa, 26, D(R),M(CLR)","Matty Cash Aston Villa, 26, D(R),M(CLR)",20(4),1765,1.8,0.7,1,0.7,1.9,0.9,0.4,1,6.73
7,"158Gabriel OshoLuton, 25, D(CR),DMC","Gabriel Osho Luton, 25, D(CR),DMC",15,1317,1.9,1.8,1.1,0.4,4.4,0.5,1.1,-,6.73
8,"159Ezri KonsaAston Villa, 26, D(CR)","Ezri Konsa Aston Villa, 26, D(CR)",24,2089,1.5,0.9,0.4,1.3,2.2,0.1,0.6,-,6.73
9,"160Callum WilsonNewcastle, 32, FW","Callum Wilson Newcastle, 32, FW",8(8),857,0.3,0.1,0.9,-,0.1,0.3,-,-,6.73
0,"161Oliver McBurnieSheff Utd, 27, AM(CL),FW","Oliver McBurnie Sheff Utd, 27, AM(CL),FW",9(5),797,0.7,0.2,0.9,0.1,1.2,0.2,0.1,-,6.73
1,"162Kobbie MainooMan Utd, 18, DMC","Kobbie Mainoo Man Utd, 18, DMC",12,955,1.7,0.9,0.9,-,1.6,1.0,0.6,-,6.73
2,"163MurilloNottingham Forest, 21, D(C)","Murillo Nottingham Forest, 21, D(C)",21,1819,1.5,1.1,1,0.3,5.9,0.5,0.9,-,6.72
3,"164Taiwo AwoniyiNottingham Forest, 26, FW","Taiwo Awoniyi Nottingham Forest, 26, FW",12(4),1013,0.6,0.1,0.6,-,0.6,0.1,0.1,-,6.72
4,"165Jordan BeyerBurnley, 23, D(CR)","Jordan Beyer Burnley, 23, D(CR)",15,1239,2.3,1.1,0.7,0.3,4.5,0.7,1,-,6.72
5,"166Lewis CookBournemouth, 27, M(CL)","Lewis Cook Bournemouth, 27, M(CL)",19(1),1625,2,2.1,1.2,-,1.2,0.9,0.3,-,6.72
6,"167Nick PopeNewcastle, 31, GK","Nick Pope Newcastle, 31, GK",14,1256,-,-,-,-,1.2,0.1,-,-,6.72
7,"168Thiago SilvaChelsea, 39, D(C)","Thiago Silva Chelsea, 39, D(C)",22(1),1983,1.1,0.9,0.3,0.3,4.6,0.5,0.9,-,6.72
8,"169Rico HenryBrentford, 26, D(L),M(L)","Rico Henry Brentford, 26, D(L),M(L)",5,402,1.4,1,0.8,-,1.0,0.2,0.6,-,6.72
9,"170Rasmus HøjlundMan Utd, 21, FW","Rasmus Højlund Man Utd, 21, FW",17(3),1474,0.5,0.1,0.5,-,0.6,0.4,-,-,6.72
0,"171Marc CucurellaChelsea, 25, D(CL),M(L)","Marc Cucurella Chelsea, 25, D(CL),M(L)",8(1),706,3,1.3,1.2,0.2,1.9,1.2,0.6,-,6.71
1,"172Ben GodfreyEverton, 26, D(CLR)","Ben Godfrey Everton, 26, D(CLR)",7(1),582,2.5,0.8,0.8,0.1,2.9,1.3,0.5,-,6.71
2,"173Cody GakpoLiverpool, 24, AM(CLR),FW","Cody Gakpo Liverpool, 24, AM(CLR),FW",12(13),1146,0.7,0.3,0.9,-,0.3,0.4,0.2,-,6.71
3,"174James TraffordBurnley, 21, GK","James Trafford Burnley, 21, GK",26,2340,0.1,-,-,-,1.4,-,-,-,6.71
4,"175Antoine SemenyoBournemouth, 24, AM(LR),FW","Antoine Semenyo Bournemouth, 24, AM(LR),FW",15(6),1163,0.7,0.2,1.1,-,0.4,0.5,-,-,6.71
5,"176Vladimír CoufalWest Ham, 31, D(R),M(R)","Vladimír Coufal West Ham, 31, D(R),M(R)",25,2215,2,1.4,1.1,-,2.7,1,0.4,-,6.7
6,"177Bernd LenoFulham, 31, GK","Bernd Leno Fulham, 31, GK",27,2430,-,-,-,-,0.9,-,-,1,6.7
7,"178Joe GomezLiverpool, 26, D(CLR)","Joe Gomez Liverpool, 26, D(CLR)",13(10),1359,1.5,0.6,1,0.1,1.6,1.1,0.1,-,6.69
8,"179Andreas PereiraFulham, 28, M(CLR)","Andreas Pereira Fulham, 28, M(CLR)",24(3),1886,0.6,0.1,0.5,-,0.4,0.7,0.1,-,6.69
9,"180Malo GustoChelsea, 20, D(R),M(R)","Malo Gusto Chelsea, 20, D(R),M(R)",14(5),1282,2.2,0.5,0.9,0.1,1.5,0.7,0.2,-,6.69
0,"181Moisés CaicedoChelsea, 22, DMC","Moisés Caicedo Chelsea, 22, DMC",21(2),1856,2.4,0.7,1.7,0.1,1.0,0.7,0.7,-,6.69
1,"182Mathias JensenBrentford, 28, M(C)","Mathias Jensen Brentford, 28, M(C)",19(3),1470,1.6,0.5,0.8,-,0.7,2.1,0.2,-,6.69
2,"183Axel DisasiChelsea, 25, D(CR)","Axel Disasi Chelsea, 25, D(CR)",24,2137,1.0,0.6,0.5,1.1,3.5,0.3,0.6,1,6.69
3,"184Miguel AlmirónNewcastle, 30, AM(CLR),FW","Miguel Almirón Newcastle, 30, AM(CLR),FW",22(5),1782,1.2,0.3,0.6,-,0.4,0.6,0.1,-,6.68
4,"185Pau TorresAston Villa, 27, D(C)","Pau Torres Aston Villa, 27, D(C)",18(2),1654,1.0,0.4,0.6,0.9,2.4,0.6,0.3,-,6.68
5,"186Neco WilliamsNottingham Forest, 22, D(LR),M(LR)","Neco Williams Nottingham Forest, 22, D(LR),M(LR)",10(8),972,2.8,0.9,0.7,-,1.3,0.9,0.5,-,6.68
6,"187Anthony ElangaNottingham Forest, 21, AM(LR),FW","Anthony Elanga Nottingham Forest, 21, AM(LR),FW",19(7),1811,1.1,0.3,0.2,-,0.5,0.5,0.1,-,6.67
7,"188Tom LockyerLuton, 29, D(C)","Tom Lockyer Luton, 29, D(C)",14,1173,1.8,1.6,1.1,0.3,4.7,0.5,0.9,1,6.67
8,"189João GomesWolves, 23, DMC","João Gomes Wolves, 23, DMC",21(2),1733,3.5,0.7,1.9,-,0.7,1.5,0.1,-,6.67
9,"190Konstantinos MavropanosWest Ham, 26, D(CR)","Konstantinos Mavropanos West Ham, 26, D(CR)",9(3),901,1.6,1.4,0.8,0.3,4.6,0.1,0.5,1,6.67
0,"191Odsonne ÉdouardCrystal Palace, 26, AM(L),FW","Odsonne Édouard Crystal Palace, 26, AM(L),FW",17(4),1426,0.9,0.2,1.2,-,0.9,0.7,-,-,6.66
1,"192Teden MengiLuton, 21, D(C)","Teden Mengi Luton, 21, D(C)",17(2),1581,1.9,2.2,1.1,0.5,4.3,0.4,0.7,-,6.66
2,"193Giovani Lo CelsoTottenham, 27, M(CR),FW","Giovani Lo Celso Tottenham, 27, M(CR),FW",4(8),419,1.3,0.3,0.8,-,0.2,0.3,0.1,-,6.66
3,"194Josh BrownhillBurnley, 28, M(CR)","Josh Brownhill Burnley, 28, M(CR)",22(3),1986,1.9,1.2,1.2,-,1.3,0.3,0.3,-,6.66
4,"195Chris WoodNottingham Forest, 32, FW","Chris Wood Nottingham Forest, 32, FW",9(11),868,0.1,0.1,0.7,-,1.0,0.2,0.1,-,6.66
5,"196Moussa DiabyAston Villa, 24, M(CLR),FW","Moussa Diaby Aston Villa, 24, M(CLR),FW",18(9),1502,0.3,0.2,0.5,-,0.1,0.3,-,-,6.66
6,"197Danny WelbeckBrighton, 33, AM(CLR),FW","Danny Welbeck Brighton, 33, AM(CLR),FW",14(4),1008,0.9,0.3,0.4,0.1,0.8,0.3,-,-,6.65
7,"198Robert SánchezChelsea, 26, GK","Robert Sánchez Chelsea, 26, GK",16,1434,-,-,-,-,0.8,-,-,-,6.65
8,"199Luke ShawMan Utd, 28, D(CL),M(L)","Luke Shaw Man Utd, 28, D(CL),M(L)",12,965,0.9,0.5,1.2,0.1,3.1,0.5,0.9,-,6.65
9,"200Alisson BeckerLiverpool, 31, GK","Alisson Becker Liverpool, 31, GK",21,1890,-,-,-,-,0.9,-,-,-,6.65
0,"201Neal MaupayBrentford, 27, AM(C),FW","Neal Maupay Brentford, 27, AM(C),FW",12(10),1183,0.5,0.1,0.7,-,0.1,0.5,-,-,6.65
1,"202Luis SinisterraBournemouth, 24, AM(LR),FW","Luis Sinisterra Bournemouth, 24, AM(LR),FW",5(12),579,1.2,0.5,0.6,-,0.2,0.4,-,-,6.65
2,"203Raúl JiménezFulham, 32, FW","Raúl Jiménez Fulham, 32, FW",17(2),1252,0.7,0.2,0.7,-,0.6,0.6,0.1,-,6.65
3,"204Timothy CastagneFulham, 28, D(CLR),M(LR)","Timothy Castagne Fulham, 28, D(CLR),M(LR)",20(4),1847,1.5,1.3,0.7,0.3,1.8,0.5,0.3,-,6.65
4,"205Dominic Calvert-LewinEverton, 26, AM(L),FW","Dominic Calvert-Lewin Everton, 26, AM(L),FW",19(4),1566,0.4,0.1,0.8,-,1.1,0.4,0.1,-,6.64
5,"206Tyrick MitchellCrystal Palace, 24, D(L),M(L)","Tyrick Mitchell Crystal Palace, 24, D(L),M(L)",26,2259,2.8,0.8,0.5,0.3,2.6,0.4,0.3,-,6.64
6,"207Jack HinshelwoodBrighton, 18, D(R)","Jack Hinshelwood Brighton, 18, D(R)",8(4),871,1.2,1.2,0.9,0.2,1.3,0.7,0.2,-,6.63
7,"208Lyle FosterBurnley, 23, FW","Lyle Foster Burnley, 23, FW",13(1),1135,1.1,0.1,1.2,0.1,1.3,0.6,0.2,-,6.63
8,"209Sean LongstaffNewcastle, 26, DMC","Sean Longstaff Newcastle, 26, DMC",19(5),1806,1.5,0.4,0.5,-,0.7,1.2,0.2,-,6.63
9,"210Ben DaviesTottenham, 30, D(CL),M(L)","Ben Davies Tottenham, 30, D(CL),M(L)",11(5),999,1.3,0.6,0.3,0.8,2.1,0.2,0.9,-,6.63
0,"211Harry ToffoloNottingham Forest, 28, D(L),M(L)","Harry Toffolo Nottingham Forest, 28, D(L),M(L)",12(4),1148,1.3,0.7,0.9,-,2.1,0.4,0.7,-,6.63
1,"212Jordan PickfordEverton, 29, GK","Jordan Pickford Everton, 29, GK",27,2430,-,-,-,-,0.8,-,-,1,6.63
2,"213Sèrge AurierNottingham Forest, 31, D(CLR),M(R)","Sèrge Aurier Nottingham Forest, 31, D(CLR),M(R)",10(2),835,1.7,0.8,0.7,0.3,2.7,0.5,0.3,-,6.63
3,"214Adam WhartonCrystal Palace, 19, M(C)","Adam Wharton Crystal Palace, 19, M(C)",4(1),377,3,1.4,1,-,1.0,1.8,0.4,-,6.62
4,"215Jamaal LascellesNewcastle, 30, D(C)","Jamaal Lascelles Newcastle, 30, D(C)",12(3),1064,0.9,0.3,1.1,0.3,2.8,0.3,0.8,-,6.62
5,"216EdersonMan City, 30, GK","Ederson Man City, 30, GK",25,2168,-,-,-,-,0.4,-,-,-,6.62
6,"217Zeki AmdouniBurnley, 23, FW","Zeki Amdouni Burnley, 23, FW",25,1759,1,0.3,0.8,0.1,0.4,0.6,0.4,-,6.62
7,"218Idrissa GueyeEverton, 34, M(C)","Idrissa Gueye Everton, 34, M(C)",17(1),1311,2.9,1.1,1.6,-,0.6,0.9,0.2,-,6.62
8,"219Joe WillockNewcastle, 24, M(C)","Joe Willock Newcastle, 24, M(C)",2(3),223,1.4,0.2,0.2,-,0.2,1,-,-,6.62
9,"220Emerson RoyalTottenham, 25, D(CR),M(R)","Emerson Royal Tottenham, 25, D(CR),M(R)",9(9),953,1.7,1,0.6,0.4,2.2,0.9,0.4,-,6.61
0,"221Tom CairneyFulham, 33, M(CR)","Tom Cairney Fulham, 33, M(CR)",13(12),1212,0.8,0.5,0.5,-,0.2,0.5,0.1,-,6.61
1,"222Ibrahim SangaréNottingham Forest, 26, DMC","Ibrahim Sangaré Nottingham Forest, 26, DMC",11,828,2.9,0.9,1.5,0.1,1.5,1.1,0.5,-,6.61
2,"223Thomas KaminskiLuton, 31, GK","Thomas Kaminski Luton, 31, GK",26,2340,0.1,-,-,-,0.7,0.1,-,-,6.61
3,"224Elijah AdebayoLuton, 26, FW","Elijah Adebayo Luton, 26, FW",13(10),1161,-,0.2,1,-,1.0,0.4,-,-,6.61
4,"225Séamus ColemanEverton, 35, D(CR),M(R)","Séamus Coleman Everton, 35, D(CR),M(R)",2(3),234,1.6,0.6,0.2,0.2,2.0,0.6,0.4,-,6.61
5,"226Jack HarrisonEverton, 27, AM(CLR),FW","Jack Harrison Everton, 27, AM(CLR),FW",19(2),1675,1,0.4,0.6,-,0.8,1.1,-,-,6.61
6,"227Clément LengletAston Villa, 28, D(C)","Clément Lenglet Aston Villa, 28, D(C)",10,872,0.8,0.5,0.3,0.8,3.6,0.3,0.7,-,6.61
7,"228Kenny TeteFulham, 28, D(CR),M(R)","Kenny Tete Fulham, 28, D(CR),M(R)",8(2),675,2.1,1.6,1.1,0.3,2.7,0.8,0.3,-,6.61
8,"229Harry WilsonFulham, 26, AM(CLR)","Harry Wilson Fulham, 26, AM(CLR)",13(12),1323,0.8,0.4,0.7,-,0.3,0.5,0.1,-,6.6
9,"230Eddie NketiahArsenal, 24, FW","Eddie Nketiah Arsenal, 24, FW",10(14),1046,0.5,0.2,0.9,-,0.1,0.2,-,-,6.6
0,"231Michail AntonioWest Ham, 33, D(R),M(CLR),FW","Michail Antonio West Ham, 33, D(R),M(CLR),FW",12(3),923,0.5,0.1,1.1,-,0.1,0.1,0.2,-,6.6
1,"232Álex MorenoAston Villa, 30, D(L),M(L)","Álex Moreno Aston Villa, 30, D(L),M(L)",9(5),841,1.1,0.8,0.6,0.4,2.1,0.4,0.1,1,6.6
2,"233TotiWolves, 25, D(CL)","Toti Wolves, 25, D(CL)",21(3),1834,1.4,0.8,1.0,-,2.1,0.3,0.5,-,6.59
3,"234Curtis JonesLiverpool, 23, AM(CL)","Curtis Jones Liverpool, 23, AM(CL)",12(5),959,1.2,0.4,0.5,0.1,0.4,0.7,-,-,6.59
4,"235Ivan PerisicTottenham, 35, M(CLR),FW","Ivan Perisic Tottenham, 35, M(CLR),FW",0(5),99,0.6,0.4,0.4,-,0.2,0.4,-,-,6.59
5,"236Sven BotmanNewcastle, 24, D(C)","Sven Botman Newcastle, 24, D(C)",14(2),1288,1.2,0.4,0.5,0.4,3.3,0.3,1,1,6.59
6,"237Ben BreretonSheff Utd, 24, AM(LR),FW","Ben Brereton Sheff Utd, 24, AM(LR),FW",3,178,0.3,-,0.7,-,0.3,0.3,-,-,6.59
7,"238Reece BurkeLuton, 27, D(CR)","Reece Burke Luton, 27, D(CR)",10(2),857,1.3,0.8,0.9,0.2,3.3,0.7,0.5,-,6.59
8,"239Reece JamesChelsea, 24, D(CR),DMC,M(R)","Reece James Chelsea, 24, D(CR),DMC,M(R)",5(3),391,1.6,0.4,0.5,-,0.9,0.3,0.5,-,6.59
9,"240Mark FlekkenBrentford, 30, GK","Mark Flekken Brentford, 30, GK",26,2296,-,-,0.1,-,1.0,0.1,-,-,6.58
0,"241Lewis MileyNewcastle, 17, M(C)","Lewis Miley Newcastle, 17, M(C)",14(2),1198,2.1,0.5,0.3,-,1.0,1.1,0.2,-,6.58
1,"242Kurt ZoumaWest Ham, 29, D(CR)","Kurt Zouma West Ham, 29, D(CR)",23,2000,0.6,0.9,0.8,0.5,4.9,0.1,0.9,-,6.58
2,"243Vitaly JaneltBrentford, 25, D(L),DMC","Vitaly Janelt Brentford, 25, D(L),DMC",26(1),2162,1.6,0.7,0.6,0.1,1.3,0.9,0.2,-,6.58
3,"244Jurriën TimberArsenal, 22, D(CR)","Jurriën Timber Arsenal, 22, D(CR)",1,50,1,-,2,-,1.0,-,-,-,6.58
4,"245Raphaël VaraneMan Utd, 30, D(C)","Raphaël Varane Man Utd, 30, D(C)",12(5),1081,0.9,0.7,0.4,0.5,4.1,0.2,0.6,-,6.58
5,"246James HillBournemouth, 22, D(CR)","James Hill Bournemouth, 22, D(CR)",1(1),71,1.5,1,0.5,-,3.0,-,0.5,-,6.58
6,"247Dara O'SheaBurnley, 24, D(CR)","Dara O'Shea Burnley, 24, D(CR)",21(1),1928,0.9,1,1,0.8,5.0,0.2,1,1,6.57
7,"248David RayaArsenal, 28, GK","David Raya Arsenal, 28, GK",21,1890,-,-,-,-,0.5,-,-,-,6.57
8,"249Wilson OdobertBurnley, 19, AM(CL)","Wilson Odobert Burnley, 19, AM(CL)",13(4),1082,0.8,0.2,0.3,-,0.4,0.6,0.1,-,6.57
9,"250Harvey ElliottLiverpool, 20, AM(CR)","Harvey Elliott Liverpool, 20, AM(CR)",5(18),736,0.7,0.2,0.2,-,0.2,0.5,-,-,6.57
0,"251Jakub KiwiorArsenal, 24, D(CL),DMC","Jakub Kiwior Arsenal, 24, D(CL),DMC",7(7),619,1.1,0.4,0.6,0.2,1.5,0.2,0.1,-,6.57
1,"252Nathan CollinsBrentford, 22, D(CR)","Nathan Collins Brentford, 22, D(CR)",19(3),1750,1.0,1.5,0.4,0.4,4.3,0.4,0.7,-,6.57
2,"253Santiago BuenoWolves, 25, D(C)","Santiago Bueno Wolves, 25, D(C)",2(1),200,1.3,0.7,0.7,0.3,5.3,0.3,0.7,-,6.56
3,"254Chris RichardsCrystal Palace, 23, D(C),DMC","Chris Richards Crystal Palace, 23, D(C),DMC",15(3),1372,1.9,1.1,0.6,0.1,3.9,0.3,0.5,-,6.56
4,"255Alex ScottBournemouth, 20, M(CR)","Alex Scott Bournemouth, 20, M(CR)",6(6),583,1.3,0.9,0.9,-,0.9,0.6,0.3,-,6.56
5,"256Youri TielemansAston Villa, 26, M(C)","Youri Tielemans Aston Villa, 26, M(C)",9(14),995,1.0,0.4,0.5,-,0.1,0.7,-,-,6.56
6,"257Marc GuéhiCrystal Palace, 23, D(C)","Marc Guéhi Crystal Palace, 23, D(C)",22,1915,1.2,0.8,0.6,0.8,3.9,0.5,0.8,-,6.56
7,"258Jean-Philippe MatetaCrystal Palace, 26, FW","Jean-Philippe Mateta Crystal Palace, 26, FW",14(10),1420,0.5,0.1,1,-,0.3,0.1,0.1,-,6.55
8,"259Wataru EndoLiverpool, 31, DMC","Wataru Endo Liverpool, 31, DMC",11(8),1002,1.4,0.5,1.5,-,0.9,1.3,0.1,-,6.55
9,"260Alex IwobiEverton, 27, M(CLR)","Alex Iwobi Everton, 27, M(CLR)",2,140,1.0,0.5,-,-,-,0.5,-,-,6.55
0,"261Facundo BuonanotteBrighton, 19, AM(CR)","Facundo Buonanotte Brighton, 19, AM(CR)",12(7),949,1.6,0.3,1.3,-,0.2,0.9,0.2,-,6.55
1,"262Jonny EvansMan Utd, 36, D(CL)","Jonny Evans Man Utd, 36, D(CL)",10(6),931,0.6,0.8,0.8,0.3,3.4,0.4,0.5,-,6.55
2,"263Elliot AndersonNewcastle, 21, AM(CL)","Elliot Anderson Newcastle, 21, AM(CL)",4(6),410,0.8,0.2,0.6,-,0.6,0.6,0.3,-,6.54
3,"264José SáWolves, 31, GK","José Sá Wolves, 31, GK",25,2139,-,-,-,-,0.8,-,-,-,6.54
4,"265Oscar BobbMan City, 20, Midfielder","Oscar Bobb Man City, 20, Midfielder",1(7),176,0.4,0.1,0.1,-,0.1,0.1,-,-,6.54
5,"266Ben MeeBrentford, 34, D(CL)","Ben Mee Brentford, 34, D(CL)",15(1),1276,1.6,0.8,0.4,0.2,3.6,0.3,0.8,-,6.54
6,"267Jeffrey SchluppCrystal Palace, 31, D(L),M(CLR)","Jeffrey Schlupp Crystal Palace, 31, D(L),M(CLR)",17(3),1236,1.8,0.4,1.1,-,0.9,0.4,0.1,-,6.54
7,"268Jarell QuansahLiverpool, 21, D(C)","Jarell Quansah Liverpool, 21, D(C)",5(3),443,0.9,0.6,0.9,0.4,2,0.1,0.1,-,6.54
8,"269John StonesMan City, 29, D(CR),DMC","John Stones Man City, 29, D(CR),DMC",9(3),773,0.2,0.7,0.3,0.5,1.4,0.3,0.4,-,6.54
9,"270David Datro FofanaBurnley, 21, FW","David Datro Fofana Burnley, 21, FW",3(2),328,0.4,-,1.2,-,-,0.4,0.2,-,6.54
0,"271Mateo KovacicMan City, 29, M(CL)","Mateo Kovacic Man City, 29, M(CL)",10(9),947,1.1,0.1,0.6,0.1,0.4,0.3,-,-,6.53
1,"272Sandro TonaliNewcastle, 23, DMC","Sandro Tonali Newcastle, 23, DMC",5(3),439,0.9,0.3,1.1,-,0.5,0.8,-,-,6.53
2,"273Mykhailo MudrykChelsea, 23, AM(L)","Mykhailo Mudryk Chelsea, 23, AM(L)",9(11),890,0.9,0.2,0.8,0.1,0.1,0.8,0.1,-,6.53
3,"274Philip BillingBournemouth, 27, M(C),FW","Philip Billing Bournemouth, 27, M(C),FW",12(8),1203,1.4,0.8,0.8,-,1.3,0.8,0.3,-,6.52
4,"275Sander BergeBurnley, 26, M(C)","Sander Berge Burnley, 26, M(C)",22(3),1929,1.9,0.7,1.2,0.1,1.8,0.8,0.6,-,6.52
5,"276Gustavo HamerSheff Utd, 26, D(R),M(C)","Gustavo Hamer Sheff Utd, 26, D(R),M(C)",22(2),1895,1.4,0.7,1.3,-,1.0,1.4,0.1,-,6.52
6,"277Igor JulioBrighton, 26, D(CL),M(L)","Igor Julio Brighton, 26, D(CL),M(L)",11(4),989,1.1,0.6,1.1,0.4,1.6,0.5,0.4,-,6.52
7,"278Charlie TaylorBurnley, 30, D(CL),M(L)","Charlie Taylor Burnley, 30, D(CL),M(L)",17(1),1543,1.5,0.8,0.9,0.2,2.7,0.8,0.4,-,6.52
8,"279Takehiro TomiyasuArsenal, 25, D(CLR)","Takehiro Tomiyasu Arsenal, 25, D(CLR)",5(8),631,0.8,0.8,0.5,0.2,1.4,0.2,0.1,-,6.52
9,"280Frank OnyekaBrentford, 26, DMC","Frank Onyeka Brentford, 26, DMC",9(11),1003,1.7,1.0,1.1,-,0.7,0.5,0.3,-,6.52
0,"281Illia ZabarnyiBournemouth, 21, D(C)","Illia Zabarnyi Bournemouth, 21, D(C)",25,2250,1.6,1.1,0.8,0.2,3.5,0.8,0.9,-,6.52
1,"282Issa DiopFulham, 27, D(C)","Issa Diop Fulham, 27, D(C)",13(2),1156,1.5,0.8,0.8,0.8,4.2,0.3,0.9,-,6.52
2,"283Kevin SchadeBrentford, 22, AM(LR)","Kevin Schade Brentford, 22, AM(LR)",3(2),258,0.4,0.2,1.4,-,0.6,0.6,-,-,6.51
3,"284Jóhann GudmundssonBurnley, 33, M(CLR)","Jóhann Gudmundsson Burnley, 33, M(CLR)",12(6),1055,0.7,0.8,0.4,-,0.8,0.4,-,-,6.51
4,"285AntonyMan Utd, 24, AM(R)","Antony Man Utd, 24, AM(R)",11(9),931,1.4,0.4,0.6,-,0.2,0.7,0.1,-,6.51
5,"286Cameron ArcherSheff Utd, 22, FW","Cameron Archer Sheff Utd, 22, FW",16(5),1451,0.7,-,0.6,-,0.4,0.4,0.1,-,6.51
6,"287Gonzalo MontielNottingham Forest, 27, D(CR),M(R)","Gonzalo Montiel Nottingham Forest, 27, D(CR),M(R)",5(4),499,1.6,0.7,0.6,0.1,3.0,0.9,0.2,-,6.51
7,"288Amari'i BellLuton, 29, D(CL),M(L)","Amari'i Bell Luton, 29, D(CL),M(L)",21,1722,2.4,1.2,1,0.3,2.6,0.6,0.7,-,6.5
8,"289Bart VerbruggenBrighton, 21, GK","Bart Verbruggen Brighton, 21, GK",12,1080,0.1,-,-,-,0.4,-,-,-,6.5
